time,velocity,altitude,velocity_y,velocity_x,acceleration,downrange_distance,angle,q,propellant,mass flow rate,thrust,mass
238,1622.872,207.684,1403.729,813.863,9.982,93.01,59.957,0,86208.85331,288.1635145,965347.7737,95708.85331
239,1624.931,209.066,1403.487,818.162,9.997,93.826,59.744,0,85921.11543,287.7378779,963921.8909,95421.11543
240,1626.944,210.5,1403.347,822.663,10.017,94.646,59.606,0,85633.66143,287.453996,962970.8866,95133.66143
241,1628.983,211.881,1403.417,827.232,10.051,95.471,59.489,0,85346.09454,287.5668944,963349.0962,94846.09454
242,1631.205,213.271,1403.308,831.593,10.104,96.301,59.43,0,85057.88056,288.2139777,965516.8252,94557.88056
243,1633.473,214.683,1403.513,835.555,10.142,97.134,59.333,0,84769.45584,288.4247227,966222.8211,94269.45584
244,1635.741,216.101,1404.259,839.021,10.166,97.972,59.21,0,84481.22327,288.2325719,965579.1157,93981.22327
245,1637.963,217.5,1405.005,841.996,10.177,98.812,59.045,0,84193.55273,287.6705332,963696.2862,93693.55273
246,1640.277,218.883,1405.622,844.343,10.192,99.655,58.9,0,83906.33204,287.2206973,962189.3361,93406.33204
247,1642.64,220.269,1406.555,845.995,10.206,100.5,58.78,0,83619.59038,286.7416536,960584.5394,93119.59038
248,1645,221.759,1408.395,847.016,10.231,101.347,58.708,0,83333.02153,286.5688487,960005.6433,92833.02153
249,1647.57,223.152,1410.95,847.776,10.269,102.194,58.694,0,83046.26732,286.7542147,960626.6191,92546.26732
250,1650.094,224.548,1414.107,848.731,10.323,103.043,58.677,0,82758.89074,287.3765759,962711.5291,92258.89074
251,1652.64,225.909,1417.65,850.419,10.377,103.892,58.575,0,82470.90296,287.9877791,964759.0601,91970.90296
252,1654.862,227.267,1420.54,853.404,10.431,104.744,58.374,0,82182.31513,288.5878296,966769.2292,91682.31513
253,1657.918,228.756,1421.873,858.237,10.485,105.6,58.128,0,81893.1384,289.1767332,968742.0561,91393.1384
254,1660.65,230.183,1420.772,865.181,10.528,106.462,57.875,0,81603.68539,289.4530148,969667.5997,91103.68539
255,1663.428,231.597,1417.949,874.088,10.555,107.331,57.662,0,81314.4015,289.2838829,969101.0079,90814.4015
256,1666.252,233.022,1414.028,884.419,10.561,108.21,57.469,0,81025.86281,288.5386976,966604.6371,90525.86281
257,1669.166,234.455,1409.272,895.436,10.559,109.1,57.272,0,80738.28518,287.5776278,963385.0532,90238.28518
258,1672.015,235.766,1403.025,906.274,10.555,110.001,57.063,0,80451.71939,286.5657905,959995.3981,89951.71939
259,1674.908,237.162,1397.825,916.157,10.553,110.912,56.82,0,80166.10762,285.6117712,956799.4337,89666.10762
260,1678.055,238.587,1395.711,924.428,10.565,111.833,56.574,0,79881.07,285.0376133,954876.0046,89381.07
261,1680.928,239.973,1396.207,930.958,10.6,112.76,56.369,0,79595.99015,285.0798494,955017.4956,89095.99015
262,1683.888,241.372,1397.959,935.886,10.642,113.694,56.288,0,79310.68707,285.3030841,955765.3318,88810.68707
263,1687.13,242.813,1401.676,939.636,10.682,114.632,56.267,0,79025.22187,285.4652,956308.42,88525.22187
264,1690.277,244.111,1405.651,942.553,10.706,115.573,56.252,0,78740.02673,285.1951421,955403.7261,88240.02673
265,1693.333,245.5,1408.235,945.19,10.748,116.517,56.157,0,78454.62841,285.3983123,956084.3462,87954.62841
266,1696.807,247.044,1408.978,948.331,10.798,117.463,56.064,0,78168.82365,285.8047635,957445.9578,87668.82365
267,1699.862,248.357,1408.893,952.474,10.863,118.414,55.945,0,77882.22779,286.5958628,960096.1405,87382.22779
268,1703.611,249.881,1407.927,957.817,10.92,119.369,55.872,0,77595.06418,287.1636122,961998.1008,87095.06418
269,1706.944,251.258,1408.002,964.306,10.978,120.33,55.729,0,77307.31828,287.7458926,963948.7401,86807.31828
270,1710.555,252.684,1408.05,971.896,11.012,121.298,55.579,0,77019.6269,287.6913825,963766.1314,86519.6269
271,1713.888,254.07,1407.356,980.193,11.028,122.274,55.325,0,76732.46284,287.1640598,961999.6002,86232.46284
272,1717.431,255.457,1404.887,988.767,11.013,123.259,55.068,0,76446.62904,285.8337987,957543.2256,85946.62904
273,1720.972,256.785,1401.666,997.321,10.997,124.252,54.687,0,76162.14439,284.4846573,953023.6018,85662.14439
274,1724.861,258.349,1402.747,1005.744,10.989,125.253,54.397,0,75878.79615,283.3482361,949216.5909,85378.79615
275,1728.472,259.723,1399.33,1013.83,11.028,126.263,54.158,0,75595.37531,283.4208355,949459.799,85095.37531
276,1732.222,261.103,1396.34,1021.278,11.109,127.281,54.061,0,75310.8164,284.5589133,953272.3594,84810.8164
277,1735.741,262.365,1396.725,1027.971,11.208,128.305,53.875,0,75024.67891,286.1374929,958560.6012,84524.67891
278,1739.814,263.843,1399.75,1033.843,11.279,129.336,53.708,0,74737.69504,286.9838694,961395.9623,84237.69504
279,1743.888,265.251,1398.497,1039.085,11.306,130.373,53.483,0,74450.99178,286.7032576,960455.9131,83950.99178
280,1747.916,266.708,1401.347,1043.985,11.302,131.414,53.332,0,74165.35362,285.6381572,956887.8267,83665.35362
281,1751.944,268.013,1404.92,1048.616,11.287,132.46,53.184,0,73881.05245,284.3011758,952408.939,83381.05245
282,1755.972,269.5,1407.3,1053.147,11.274,133.511,53.107,0,73598.03119,283.0212548,948121.2037,83098.03119
283,1760.277,270.936,1408.492,1057.686,11.295,134.567,53.033,0,73315.43557,282.5956253,946695.3447,82815.43557
284,1764.305,272.285,1408.488,1062.476,11.345,135.627,52.973,0,73032.54699,282.8885808,947676.7456,82532.54699
285,1768.333,273.648,1408.774,1067.434,11.437,136.692,52.837,0,72748.33469,284.2122996,952111.2038,82248.33469
286,1772.638,275.095,1409.713,1072.748,11.509,137.762,52.641,0,72463.31237,285.022317,954824.7621,81963.31237
287,1777.083,276.5,1411.307,1078.555,11.565,138.837,52.425,0,72177.88855,285.4238153,956169.7811,81677.88855
288,1781.527,277.922,1413.264,1085.021,11.576,139.919,52.249,0,71893.17709,284.711468,953783.418,81393.17709
289,1786.111,279.405,1414.669,1091.954,11.587,141.008,52.11,0,71609.17737,283.9997129,951399.0382,81109.17737
290,1790.555,280.728,1415.524,1099.27,11.613,142.103,51.918,0,71325.5237,283.6536737,950239.8067,80825.5237
291,1795.277,282.179,1414.724,1106.959,11.667,143.206,51.708,0,71041.54007,283.9836263,951345.148,80541.54007
292,1799.722,283.5,1413.018,1115.145,11.735,144.317,51.469,0,70756.89837,284.6417022,953549.7024,80256.89837
293,1804.583,285.009,1410.405,1123.994,11.785,145.437,51.259,0,70472.04597,284.8524065,954255.5617,79972.04597
294,1809.444,286.412,1408.54,1133.66,11.822,146.566,50.998,0,70187.30408,284.7418832,953885.3089,79687.30408
295,1814.166,287.803,1407.033,1144.173,11.842,147.705,50.794,0,69903.08518,284.2189059,952133.3347,79403.08518
296,1819.166,289.184,1406.333,1155.474,11.862,148.855,50.552,0,69619.39078,283.6943921,950376.2135,79119.39078
297,1824.166,290.624,1404.71,1167.406,11.878,150.016,50.296,0,69336.31742,283.0733667,948295.7783,78836.31742
298,1828.611,291.871,1400.602,1179.713,11.878,151.19,49.974,0,69054.24419,282.0732276,944945.3125,78554.24419
299,1834.166,293.405,1395.319,1192.036,11.892,152.376,49.71,0,68772.83745,281.4067412,942712.5829,78272.83745
300,1839.444,294.874,1390.23,1203.974,11.927,153.574,49.453,0,68491.60376,281.233689,942132.858,77991.60376
301,1844.444,296.233,1385.335,1215.071,11.996,154.783,49.268,0,68209.75236,281.8513998,944202.1893,77709.75236
302,1849.444,297.547,1381.546,1224.922,12.037,156.003,49.099,0,67927.9502,281.8021602,944037.2366,77427.9502
303,1855,299.013,1380.79,1233.273,12.063,157.232,48.952,0,67646.55263,281.3975714,942681.8644,77146.55263
304,1860.277,300.332,1382.293,1240.172,12.087,158.469,48.741,0,67365.60886,280.9437655,941161.6143,76865.60886
305,1865.416,301.658,1386.665,1245.94,12.123,159.712,48.529,0,67084.84436,280.764498,940561.0682,76584.84436
306,1871.249,303.23,1392.387,1251.194,12.159,160.96,48.283,0,66804.2645,280.5798663,939942.552,76304.2645
307,1876.666,304.592,1398.096,1256.467,12.18,162.214,48.066,0,66524.21824,280.0462621,938154.9781,76024.21824
308,1882.222,305.949,1402.08,1262.171,12.219,163.474,47.87,0,66244.29628,279.9219571,937738.5562,75744.29628
309,1887.915,307.36,1403.009,1268.405,12.261,164.739,47.74,0,65964.43644,279.8598374,937530.4552,75464.43644
310,1893.333,308.747,1401.069,1275.193,12.306,166.011,47.602,0,65684.57751,279.8589286,937527.4109,75184.57751
311,1899.166,310.184,1399.062,1282.4,12.367,167.29,47.471,0,65404.36578,280.2117289,938709.2917,74904.36578
312,1905.277,311.594,1398.158,1289.731,12.46,168.576,47.354,0,65123.09303,281.2727579,942263.7391,74623.09303
313,1911.388,312.96,1398.801,1296.865,12.569,169.869,47.249,0,64840.42027,282.6727589,946953.7423,74340.42027
314,1916.805,314.268,1402.342,1303.584,12.646,171.169,47.122,0,64557.08537,283.334896,949171.9016,74057.08537
315,1923.333,315.723,1407.19,1309.925,12.706,172.476,46.982,0,64273.48183,283.6035403,950071.8601,73773.48183
316,1929.444,317.127,1411.946,1316.224,12.779,173.789,46.833,0,63989.33282,284.1490102,951899.1841,73489.33282
317,1935.833,318.594,1415.68,1323.039,12.852,175.109,46.673,0,63704.65276,284.6800589,953678.1973,73204.65276
318,1942.361,320.03,1418.376,1330.949,12.909,176.436,46.505,0,63419.80775,284.8450144,954230.7982,72919.80775
319,1948.611,321.406,1418.76,1340.379,12.917,177.771,46.33,0,63135.88098,283.9267685,951154.6746,72635.88098
320,1955.138,322.812,1416.601,1351.472,12.922,179.117,46.112,0,62852.93571,282.9452643,947866.6353,72352.93571
321,1961.944,324.294,1411.864,1364.011,12.924,180.475,45.87,0,62571.03421,281.9015063,944370.0461,72071.03421
322,1968.333,325.678,1405.833,1377.548,12.939,181.846,45.609,0,62289.8914,281.1428074,941828.4048,71789.8914
323,1975.138,327.042,1399.663,1391.477,12.952,183.23,45.318,0,62009.55,280.3414005,939143.6916,71509.55
324,1981.805,328.453,1394.682,1405.201,12.947,184.629,45.009,0,61730.39569,279.1543084,935166.933,71230.39569
325,1988.333,329.81,1391.377,1418.128,12.928,186.04,44.706,0,61452.72262,277.673074,930204.798,70952.72262
326,1995.555,331.25,1389.632,1429.732,12.896,187.464,44.445,0,61176.79904,275.9235822,924344.0004,70676.79904
327,2002.222,332.621,1389.446,1439.748,12.931,188.899,44.221,0,60901.19044,275.6085951,923288.7936,70401.19044
328,2008.888,333.97,1390.626,1448.17,13.031,190.343,44.042,0,60624.52665,276.6637931,926823.7067,70124.52665
329,2016.111,335.407,1393.385,1455.317,13.197,191.795,43.889,0,60345.43792,279.0887296,934947.2442,69845.43792
330,2023.333,336.885,1397.535,1461.709,13.304,193.253,43.776,0,60065.19929,280.2386302,938799.4113,69565.19929
331,2030,338.15,1402.698,1467.889,13.382,194.718,43.674,0,59784.43918,280.760109,940546.3651,69284.43918
332,2037.5,339.6,1407.522,1474.386,13.428,196.189,43.565,0,59503.83872,280.6004616,940011.5463,69003.83872
333,2044.722,340.999,1412.116,1481.639,13.501,197.667,43.407,0,59222.84524,280.9934727,941328.1337,68722.84524
334,2052.5,342.401,1415.129,1489.977,13.541,199.153,43.233,0,58942.15384,280.6914045,940316.2052,68442.15384
335,2060,343.889,1415.768,1499.546,13.579,200.648,43.044,0,58661.81108,280.342756,939148.2327,68161.81108
336,2067.916,345.277,1414.282,1510.316,13.616,202.153,42.854,0,58381.84238,279.9687062,937895.1658,67881.84238
337,2075.277,346.649,1411.335,1522.094,13.682,203.669,42.638,0,58101.66091,280.18147,938607.9245,67601.66091
338,2082.777,348.064,1407.997,1534.561,13.716,205.197,42.422,0,57821.9285,279.7324093,937103.5713,67321.9285
339,2091.11,349.5,1404.659,1547.301,13.75,206.738,42.194,0,57542.64897,279.2795294,935586.4233,67042.64897
340,2098.888,350.911,1402.224,1559.907,13.784,208.292,41.972,0,57263.82611,278.8228594,934056.5791,66763.82611
341,2106.666,352.273,1400.412,1572.032,13.849,209.858,41.745,0,56984.84176,278.9843503,934597.5735,66484.84176
342,2114.722,353.642,1400.242,1583.48,13.884,211.435,41.539,0,56706.30673,278.5350336,933092.3626,66206.30673
343,2122.777,355.046,1401.013,1594.194,13.906,213.024,41.346,0,56428.48359,277.8231322,930707.4929,65928.48359
344,2130.972,356.453,1402.579,1604.242,13.931,214.623,41.18,0,56151.31361,277.169985,928519.4499,65651.31361
345,2139.444,357.883,1404.164,1613.738,13.989,216.232,41.048,0,55874.14706,277.1665502,928507.9432,65374.14706
346,2147.222,359.277,1406.521,1622.9,14.066,217.851,40.928,0,55596.62018,277.5268834,929715.0594,65096.62018
347,2156.111,360.648,1409.061,1631.932,14.174,219.478,40.821,0,55318.14067,278.4795003,932906.3259,64818.14067
348,2164.444,362.097,1411.673,1641.049,14.314,221.115,40.721,0,55038.1071,280.0335717,938112.4651,64538.1071
349,2173.333,363.5,1413.978,1650.38,14.47,222.76,40.632,0,54756.23911,281.867994,944257.7799,64256.23911
350,2181.666,364.958,1416.398,1660.103,14.561,224.416,40.51,0,54473.82601,282.4130987,946083.8805,63973.82601
351,2190.833,366.359,1418.439,1670.281,14.618,226.081,40.354,0,54191.53917,282.2868417,945660.9196,63691.53917
352,2200,367.744,1420.191,1681.011,14.656,227.756,40.169,0,53909.75131,281.7878553,943989.3153,63409.75131
353,2208.888,369.224,1420.629,1692.233,14.723,229.443,39.968,0,53627.91392,281.837396,944155.2766,63127.91392
354,2217.777,370.597,1420.531,1703.961,14.758,231.141,39.756,0,53346.64562,281.2682973,942248.7961,62846.64562
355,2226.944,372.077,1419.899,1716.083,14.793,232.851,39.543,0,53065.94977,280.6958492,940331.095,62565.94977
356,2236.388,373.5,1419.099,1728.49,14.828,234.573,39.345,0,52785.82969,280.1200844,938402.2826,62285.82969
357,2245.833,374.917,1417.641,1740.93,14.895,236.308,39.149,0,52505.68946,280.1402223,938469.7446,62005.68946
358,2254.166,376.236,1416.706,1753.229,14.93,238.055,38.945,0,52226.13686,279.552604,936501.2233,61726.13686
359,2264.166,377.657,1416.38,1765.266,14.965,239.814,38.736,0,51947.17508,278.9617836,934521.975,61447.17508
360,2273.611,379.151,1416.759,1777.074,15.002,241.586,38.536,0,51668.77033,278.404744,932655.8925,61168.77033
361,2283.333,380.5,1417.782,1788.693,15.071,243.368,38.372,0,51390.33771,278.4326208,932749.2797,60890.33771
362,2293.333,381.961,1420.019,1800.239,15.113,245.163,38.22,0,51112.3831,277.9546107,931147.9458,60612.3831
363,2302.777,383.355,1422.814,1811.807,15.155,246.969,38.089,0,50834.91129,277.4718151,929530.5805,60334.91129
364,2312.5,384.784,1424.49,1823.505,15.199,248.787,37.953,0,50557.89072,277.0205615,928018.8811,60057.89072
365,2322.5,386.22,1424.661,1835.323,15.304,250.616,37.828,0,50280.22489,277.6658393,930180.5616,59780.22489
366,2332.222,387.597,1424.347,1847.349,15.407,252.457,37.678,0,50001.97,278.2548812,932153.8519,59501.97
367,2342.5,389.072,1423.939,1859.585,15.51,254.311,37.523,0,49723.14583,278.8241767,934060.9918,59223.14583
368,2352.777,390.549,1423.822,1872.124,15.55,256.177,37.37,0,49444.89415,278.2516729,932143.1041,58944.89415
369,2363.055,391.959,1424.096,1884.898,15.557,258.055,37.191,0,49167.804,277.0901573,928252.0268,58667.804
370,2373.333,393.311,1425.215,1897.806,15.56,259.947,36.981,0,48891.94172,275.8622726,924138.6132,58391.94172
371,2383.888,394.793,1426.263,1910.749,15.592,261.851,36.742,0,48616.79276,275.148965,921749.0327,58116.79276
372,2394.444,396.205,1426.848,1923.7,15.654,263.768,36.508,0,48341.83453,274.9582321,921110.0777,57841.83453
373,2405.277,397.677,1426.681,1936.663,15.719,265.698,36.294,0,48067.02406,274.8104631,920615.0513,57567.02406
374,2415.555,399.073,1426.7,1949.583,15.788,267.641,36.118,0,47792.30202,274.722049,920318.8642,57292.30202
375,2426.388,400.546,1426.738,1962.339,15.86,269.597,35.98,0,47517.62752,274.6744992,920159.5724,57017.62752
376,2436.666,401.958,1427.068,1974.833,15.933,271.566,35.839,0,47242.99494,274.6325786,920019.1383,56742.99494
377,2447.5,403.142,1427.67,1986.965,16.007,273.547,35.702,0,46968.39892,274.5960184,919896.6615,56468.39892
378,2458.888,404.712,1429.47,1998.744,16.111,275.54,35.557,0,46693.34163,275.0572916,921441.927,56193.34163
379,2470,406.207,1432.909,2010.278,16.216,277.544,35.424,0,46417.82537,275.5162556,922979.4562,55917.82537
380,2481.388,407.596,1437.885,2021.76,16.325,279.56,35.323,0,46141.80226,276.023111,924677.4219,55641.80226
381,2492.5,409.077,1442.746,2033.37,16.407,281.588,35.271,0,45865.74472,276.0575443,924792.7736,55365.74472
382,2503.888,410.5,1447.059,2045.327,16.489,283.627,35.213,0,45589.66636,276.0783608,924862.5085,55089.66636
383,2515.555,411.931,1449.899,2057.764,16.567,285.679,35.11,0,45313.64705,276.0193106,924664.6906,54813.64705
384,2527.222,413.349,1451.31,2070.787,16.641,287.743,34.974,0,45037.76527,275.8817767,924203.9518,54537.76527
385,2539.166,414.888,1450.936,2084.381,16.712,289.821,34.811,0,44762.08171,275.6835551,923539.9096,54262.08171
386,2551.111,416.356,1450.155,2098.537,16.781,291.912,34.634,0,44486.63968,275.44203,922730.8005,53986.63968
387,2562.5,417.758,1449.421,2113.108,16.852,294.018,34.468,0,44211.41676,275.222924,921996.7952,53711.41676
388,2575.277,419.23,1449.191,2127.852,16.954,296.138,34.327,0,43935.92224,275.4945151,922906.6257,53435.92224
389,2587.777,420.709,1448.812,2142.516,17.087,298.273,34.189,0,43659.67557,276.2466795,925426.3764,53159.67557
390,2599.166,422.077,1449.342,2157.045,17.217,300.423,33.996,0,43382.7504,276.9251682,927699.3136,52882.7504
391,2611.388,423.5,1450.55,2171.366,17.313,302.587,33.792,0,43105.71287,277.0375245,928075.707,52605.71287
392,2624.444,424.998,1452.754,2185.59,17.409,304.766,33.574,0,42828.57937,277.1335039,928397.2382,52328.57937
393,2637.5,426.5,1454.896,2199.765,17.537,306.959,33.396,0,42550.86206,277.7173039,930352.968,52050.86206
394,2649.722,427.95,1457.125,2214.02,17.67,309.165,33.228,0,42272.50678,278.355282,932490.1948,51772.50678
395,2662.5,429.406,1458.508,2228.338,17.744,311.387,33.109,0,41994.45852,278.0482603,931461.672,51494.45852
396,2675.555,430.846,1459.306,2242.752,17.789,313.622,32.999,0,41717.17752,277.2810062,928891.3708,51217.17752
397,2688.888,432.324,1459.338,2257.326,17.835,315.872,32.897,0,41440.65169,276.5258277,926361.5229,50940.65169
398,2700.555,433.595,1459.929,2272.198,17.909,318.137,32.76,0,41164.45505,276.1966345,925258.7256,50664.45505
399,2715.277,435.227,1461.048,2287.502,17.95,320.417,32.611,0,40889.10151,275.3535439,922434.3721,50389.10151
400,2728.611,436.73,1462.661,2303.352,18.02,322.712,32.444,0,40614.15314,274.94837,921077.0396,50114.15314
401,2741.944,438.124,1463.716,2319.756,18.12,325.024,32.283,0,40339.16637,274.9867745,921205.6945,49839.16637
402,2755,439.5,1464.075,2336.67,18.281,327.352,32.099,0,40063.242,275.9243663,924346.627,49563.242
403,2769.722,441.104,1462.453,2354.019,18.377,329.697,31.907,0,39787.38193,275.860065,924131.2178,49287.38193
404,2784.444,442.651,1459.24,2371.743,18.475,332.06,31.704,0,39511.57185,275.8100865,923963.7899,49011.57185
405,2798.333,444.067,1454.802,2389.64,18.572,334.441,31.532,0,39235.84228,275.729571,923694.0628,48735.84228
406,2812.222,445.5,1450.953,2407.589,18.731,336.84,31.346,0,38959.29836,276.5439157,926422.1176,48459.29836
407,2825.833,446.916,1447.904,2425.388,18.827,339.256,31.144,0,38682.89052,276.4078447,925966.2797,48182.89052
408,2840.277,448.406,1446.546,2442.947,18.86,341.69,30.922,0,38407.54832,275.3421974,922396.3613,47907.54832
409,2854.722,449.818,1446.678,2460.1,18.862,344.142,30.717,0,38133.71871,273.8296126,917329.2022,47633.71871
410,2869.166,451.244,1448.196,2476.811,18.895,346.61,30.511,0,37860.94852,272.7701858,913780.1223,47360.94852
411,2883.888,452.74,1450.356,2493.2,18.961,349.095,30.302,0,37588.7661,272.1824161,911811.0941,47088.7661
412,2898.888,454.196,1452.411,2509.362,19.03,351.597,30.138,0,37317.13622,271.6298813,909960.1023,46817.13622
413,2913.611,455.69,1454.03,2525.459,19.105,354.114,30.019,0,37045.9822,271.1540268,908365.9899,46545.9822
414,2928.333,457.158,1454.676,2541.523,19.18,356.647,29.917,0,36775.31339,270.6688092,906740.5108,46275.31339
415,2943.611,458.55,1455.895,2557.714,19.254,359.197,29.785,0,36505.15302,270.1603631,905037.2163,46005.15302
416,2958.888,460.051,1457.637,2574.11,19.325,361.763,29.636,0,36235.55167,269.601354,903164.536,45735.55167
417,2973.888,461.5,1460.44,2590.831,19.456,364.345,29.463,0,35965.69004,269.8616315,904036.4654,45465.69004
418,2990.277,462.978,1462.654,2607.946,19.616,366.945,29.285,0,35695.19305,270.4969871,906164.9069,45195.19305
419,3005.277,464.404,1465.249,2625.541,19.807,369.562,29.101,0,35423.66765,271.5253986,909610.0852,44923.66765
420,3022.222,465.96,1466.194,2643.603,19.905,372.196,28.921,0,35152.41057,271.2570843,908711.2324,44652.41057
421,3038.055,467.409,1466.033,2662.135,20.034,374.849,28.74,0,34881.01853,271.3920374,909163.3252,44381.01853
422,3053.888,468.813,1463.171,2681.103,20.13,377.521,28.55,0,34609.95483,271.0636987,908063.3908,44109.95483
423,3069.722,470.271,1459.845,2700.517,20.317,380.211,28.343,0,34338.02227,271.9325667,910974.0984,43838.02227
424,3086.388,471.744,1456.519,2720.251,20.411,382.922,28.124,0,34066.48598,271.5362822,909646.5454,43566.48598
425,3103.055,473.195,1454.316,2740.237,20.536,385.652,27.91,0,33794.95132,271.5346628,909641.1203,43294.95132
426,3119.722,474.692,1452.697,2760.286,20.57,388.402,27.711,0,33524.62697,270.3243513,905586.5768,43024.62697
427,3135.833,476.124,1451.033,2780.355,20.636,391.173,27.524,0,33255.09558,269.5313888,902930.1524,42755.09558
428,3153.055,477.5,1448.937,2800.326,20.703,393.963,27.347,0,32986.34994,268.7456426,900297.9028,42486.34994
429,3169.722,478.989,1446.792,2820.28,20.83,396.773,27.156,0,32717.62661,268.723332,900223.1622,42217.62661
430,3187.222,480.353,1445.746,2840.217,20.988,399.604,26.96,0,32448.55073,269.0758754,901404.1827,41948.55073
431,3204.166,481.891,1444.331,2860.189,21.146,402.454,26.763,0,32179.14975,269.4009852,902493.3005,41679.14975
432,3221.944,483.349,1443.205,2880.262,21.306,405.324,26.581,0,31909.4258,269.7239481,903575.226,41409.4258
433,3239.166,484.755,1442.17,2900.539,21.436,408.214,26.415,0,31639.78151,269.6442855,903308.3565,41139.78151
434,3256.944,486.183,1441.183,2921.092,21.505,411.125,26.254,0,31370.99472,268.7867885,900435.7415,40870.99472
435,3275,487.645,1439.011,2942.032,21.542,414.057,26.088,0,31103.46581,267.5289136,896221.8605,40603.46581
436,3292.777,489.139,1436.039,2963.351,21.607,417.009,25.886,0,30836.8493,266.6165083,893165.3029,40336.8493
437,3310,490.407,1433.381,2985.032,21.76,419.984,25.66,0,30570.07769,266.7716091,893684.8906,40070.07769
438,3328.611,491.962,1430.464,3006.98,21.942,422.98,25.403,0,30302.82528,267.2524156,895295.5922,39802.82528
439,3348.611,493.407,1426.725,3029.148,22.094,425.998,25.165,0,30035.48468,267.3405966,895590.9985,39535.48468
440,3366.944,494.79,1421.715,3051.478,22.189,429.038,24.952,0,29768.76123,266.7234457,893523.543,39268.76123
441,3385.833,496.311,1417.088,3073.904,22.256,432.101,24.787,0,29502.99803,265.7632013,890306.7242,39002.99803
442,3405.277,497.638,1413.791,3096.392,22.325,435.186,24.622,0,29238.17571,264.8223202,887154.7728,38738.17571
443,3422.777,499.032,1411.581,3118.868,22.424,438.293,24.456,0,28973.94771,264.228001,885163.8035,38473.94771
444,3441.388,500.353,1407.354,3141.155,22.583,441.423,24.274,0,28709.628,264.3197102,885471.0292,38209.628
445,3461.388,501.797,1404.135,3163.261,22.834,444.576,24.086,0,28444.17982,265.4481797,889251.4021,37944.17982
446,3480.277,503.168,1403.109,3185.252,23.085,447.75,23.888,0,28177.6504,266.5294207,892873.5595,37677.6504
447,3501.388,504.737,1403.294,3207.314,23.339,450.946,23.72,0,27910.05272,267.5976778,896452.2205,37410.05272
448,3521.944,506.111,1402.461,3229.513,23.534,454.165,23.574,0,27642.10161,267.9511103,897636.2194,37142.10161
449,3541.666,507.544,1403.224,3251.991,23.73,457.405,23.451,0,27373.8193,268.2823081,898745.7321,36873.8193
450,3561.666,508.873,1403.548,3274.788,23.862,460.669,23.296,0,27105.95267,267.8666396,897353.2425,36605.95267
451,3582.5,510.311,1401.604,3297.952,24.051,463.955,23.116,0,26837.88891,268.0637511,898013.5663,36337.88891
452,3604.166,511.74,1397.793,3321.539,24.298,467.265,22.883,0,26569.02232,268.8665983,900703.1042,36069.02232
453,3623.611,513.141,1395.14,3345.601,24.603,470.598,22.641,0,26298.76559,270.2567253,905360.0298,35798.76559
454,3646.111,514.5,1392.286,3370.192,24.784,473.956,22.388,0,26028.51997,270.2456235,905322.8389,35528.51997
455,3667.777,515.91,1388.48,3395.314,24.843,477.339,22.153,0,25759.62508,268.8948853,900797.8659,35259.62508
456,3689.722,517.311,1382.935,3420.879,24.811,480.747,21.925,0,25493.05088,266.5742046,893023.5853,34993.05088
457,3711.388,518.681,1376.165,3446.654,24.812,484.181,21.714,0,25228.42589,264.624986,886493.7032,34728.42589
458,3731.944,520.027,1367.774,3472.373,24.874,487.64,21.503,0,24965.09491,263.3309764,882158.7709,34465.09491
459,3753.611,521.323,1360.107,3498.022,24.998,491.126,21.289,0,24702.41137,262.6835461,879989.8794,34202.41137
460,3775.833,522.68,1354.006,3523.548,25.153,494.636,21.075,0,24440.06882,262.3425525,878847.5509,33940.06882
461,3798.611,524.071,1350.805,3549.043,25.31,498.173,20.874,0,24178.06825,262.0005694,877701.9073,33678.06825
462,3821.944,525.456,1349.281,3574.494,25.53,501.735,20.691,0,23915.78911,262.2791332,878635.0961,33415.78911
463,3844.166,526.757,1348.964,3600.103,25.782,505.322,20.517,0,23652.94398,262.8451348,880531.2017,33152.94398
464,3866.666,528.094,1347.637,3625.969,26.035,508.935,20.337,0,23389.56641,263.3775706,882314.8614,32889.56641
465,3890,529.409,1344.531,3652.122,26.255,512.574,20.152,0,23126.02868,263.5377263,882851.383,32626.02868
466,3914.166,530.826,1339.177,3678.65,26.475,516.239,19.963,0,22862.3664,263.6622837,883268.6504,32362.3664
467,3937.5,532.155,1333.094,3705.549,26.724,519.931,19.769,0,22598.33064,264.0357576,884519.788,32098.33064
468,3961.944,533.456,1326.554,3732.918,26.912,523.651,19.572,0,22334.55644,263.7742038,883643.5828,31834.55644
469,3986.388,534.809,1320.776,3760.715,27.037,527.397,19.367,0,22071.67868,262.8777542,880640.4765,31571.67868
470,4011.111,536.106,1314.718,3788.812,27.099,531.172,19.154,0,21810.31237,261.3663149,875577.1549,31310.31237
471,4035.277,537.415,1308.806,3816.963,27.16,534.975,18.93,0,21550.46442,259.8479444,870490.6137,31050.46442
472,4059.166,538.677,1302.464,3845.046,27.159,538.806,18.706,0,21292.71566,257.7487655,863458.3646,30792.71566
473,4085.555,540.031,1297.198,3873.136,27.189,542.665,18.481,0,21036.75955,255.9561061,857452.9555,30536.75955
474,4109.721,541.291,1292.503,3901.37,27.313,546.552,18.269,0,20781.71552,255.0440287,854397.4961,30281.71552
475,4136.111,542.592,1288.174,3929.792,27.656,550.468,18.073,0,20525.58313,256.1323961,858043.527,30025.58313
